customer_id,tenure_months,monthly_charges,total_charges,num_users,num_support_tickets,last_login_days_ago,feature_adoption_pct,plan_type,payment_method,churned
CUST_02422,55,1363.8,72088.41,16,3,76,27.3,Basic,UPI,1
CUST_02423,46,3736.55,160065.03,6,3,77,41.1,Pro,UPI,0
CUST_02424,36,1721.98,59284.62,7,1,40,41.1,Basic,UPI,0
CUST_02425,45,1922.97,79480.87,14,3,72,85.4,Basic,Net Banking,0
CUST_02426,8,4302.37,31651.24,38,6,26,14.7,Pro,Net Banking,1
CUST_02427,29,2643.45,64934.51,40,4,19,68.4,Pro,Card,0
CUST_02428,55,3513.9,180502.15,15,1,37,98.2,Pro,Net Banking,0
CUST_02429,53,2310.68,101499.12,47,1,11,7.1,Enterprise,Card,0
CUST_02430,55,1841.03,86591.49,47,0,41,96.8,Basic,Net Banking,0
CUST_02431,32,3314.65,88672.4,48,0,85,6.7,Free,UPI,1
CUST_02432,51,1196.86,60423.56,33,2,49,84.9,Basic,Card,0
CUST_02433,44,2178.5,93900.25,43,1,30,96.3,Pro,UPI,0
CUST_02434,18,1440.67,25282.91,27,2,76,99.3,Free,Invoice,0
CUST_02435,6,3631.08,21612.94,29,5,64,48.6,Pro,Card,0
CUST_02436,18,4748.94,78857.76,37,5,52,87.4,Basic,UPI,1
CUST_02437,19,4979.8,92623.54,5,2,39,16.6,Enterprise,UPI,1
CUST_02438,22,2526.25,47706.15,29,3,72,45.4,Pro,Card,0
CUST_02439,37,1636.39,53096.29,32,2,38,34.3,Pro,UPI,0
CUST_02440,32,2492.73,71263.62,6,2,9,42.5,Pro,Card,0
CUST_02441,56,4312.71,197527.88,2,0,28,71.7,Enterprise,Invoice,0
CUST_02442,41,1427.03,56456.85,6,2,39,13.3,Basic,Net Banking,1
CUST_02443,59,4784.43,232553.32,46,1,29,99.8,Enterprise,Invoice,0
CUST_02444,3,2038.4,5870.17,43,4,1,65.3,Free,UPI,0
CUST_02445,28,4936.12,136062.36,4,0,81,88.0,Pro,Card,0
CUST_02446,10,4273.74,39043.44,29,4,27,83.8,Basic,Card,0
CUST_02447,51,4138.57,175856.93,25,6,46,77.8,Basic,UPI,0
CUST_02448,35,1930.57,59957.6,9,3,31,8.7,Pro,Invoice,1
CUST_02449,29,539.5,12950.89,3,2,87,54.1,Basic,Net Banking,0
CUST_02450,54,2219.6,98740.26,26,2,77,36.2,Basic,UPI,0
CUST_02451,15,1858.14,26512.38,48,1,88,15.7,Free,Net Banking,1
CUST_02452,33,668.29,19376.43,43,2,88,37.6,Enterprise,Invoice,0
CUST_02453,7,2774.14,15535.68,27,2,31,66.3,Basic,Net Banking,0
CUST_02454,12,2313.64,22480.05,36,2,26,26.9,Free,UPI,0
CUST_02455,49,3355.5,158426.53,32,2,53,47.2,Basic,UPI,0
CUST_02456,30,3295.34,91340.86,1,3,55,43.4,Basic,UPI,0
CUST_02457,21,1043.36,21229.2,16,2,30,10.0,Basic,Net Banking,0
CUST_02458,31,4896.34,129737.16,48,1,23,64.7,Free,Net Banking,0
CUST_02459,58,1341.19,67121.36,11,2,34,63.8,Basic,Card,0
CUST_02460,24,2503.73,55485.12,26,2,29,96.8,Enterprise,UPI,0
CUST_02461,20,2696.53,50318.91,40,3,54,33.3,Enterprise,Net Banking,0
CUST_02462,37,4158.78,123915.94,1,2,63,44.8,Pro,UPI,0
CUST_02463,4,946.53,3715.86,26,3,32,43.3,Pro,UPI,1
CUST_02464,28,2428.9,65277.45,28,1,45,92.4,Free,Card,0
CUST_02465,44,3328.26,121016.85,9,3,32,43.8,Basic,UPI,0
CUST_02466,20,1468.2,23551.82,44,3,67,47.1,Pro,UPI,0
CUST_02467,24,3323.61,76084.05,22,4,63,29.0,Free,UPI,1
CUST_02468,50,4656.49,228302.07,8,3,29,5.1,Free,Invoice,1
CUST_02469,49,4988.83,211310.03,49,2,78,15.5,Basic,UPI,1
CUST_02470,51,646.03,28471.95,42,1,28,71.9,Basic,Net Banking,0
CUST_02471,32,1560.15,45078.29,27,5,61,69.8,Free,Card,1
CUST_02472,41,1896.38,72690.83,39,0,29,35.6,Basic,Net Banking,0
CUST_02473,36,2296.07,76833.9,19,0,11,49.9,Enterprise,UPI,0
CUST_02474,58,1590.16,87666.37,25,3,66,33.3,Free,Card,0
CUST_02475,53,1415.7,61736.17,38,4,14,74.4,Basic,Card,0
CUST_02476,34,4795.49,147388.15,21,2,9,85.0,Basic,Card,0
CUST_02477,36,4633.35,150331.69,24,5,85,90.4,Pro,UPI,0
CUST_02478,2,711.47,1408.67,24,1,60,21.5,Pro,Card,1
CUST_02479,15,2024.66,29873.36,19,0,22,71.0,Free,UPI,0
CUST_02480,34,2323.17,75043.48,47,3,10,96.5,Free,Card,0
CUST_02481,36,1575.57,55324.23,2,2,15,66.8,Basic,Net Banking,0
CUST_02482,6,3329.93,18963.11,14,2,48,38.3,Free,UPI,0
CUST_02483,39,3381.71,124513.75,32,1,79,65.4,Basic,Card,0
CUST_02484,42,4327.27,153237.1,42,2,13,70.4,Basic,Card,0
CUST_02485,51,3833.91,180561.73,32,2,5,42.7,Free,Invoice,0
CUST_02486,51,2941.58,147502.1,28,5,41,14.9,Basic,Invoice,1
CUST_02487,58,3441.14,189612.56,48,3,16,62.6,Basic,UPI,0
CUST_02488,54,1732.95,86181.35,39,0,41,81.2,Free,UPI,0
CUST_02489,12,3168.75,32383.43,40,4,9,99.8,Pro,Invoice,0
CUST_02490,3,2701.52,7583.67,42,1,45,26.2,Enterprise,Invoice,1
CUST_02491,45,1100.05,43037.85,47,5,83,71.5,Free,Card,1
CUST_02492,18,1591.45,23290.62,40,1,48,7.7,Free,UPI,1
CUST_02493,40,1812.62,61474.67,13,5,8,97.1,Enterprise,Net Banking,0
CUST_02494,21,4659.39,85894.82,12,1,78,6.2,Pro,Card,1
CUST_02495,15,1536.74,23035.74,8,1,38,39.1,Pro,Net Banking,0
CUST_02496,33,1801.6,56600.45,15,3,1,12.3,Basic,UPI,0
CUST_02497,35,2162.09,64769.65,26,1,67,64.0,Basic,UPI,0
CUST_02498,26,3486.84,86349.6,12,1,51,37.3,Enterprise,Card,0
CUST_02499,8,1032.07,7195.83,43,2,87,74.6,Basic,Card,0
CUST_02500,36,4792.75,159008.94,46,3,81,51.2,Pro,Card,0
CUST_02501,48,4395.07,201034.61,27,1,10,44.8,Pro,Invoice,0
CUST_02502,30,3097.47,88107.56,18,4,36,38.1,Pro,Card,0
CUST_02503,23,3533.17,67286.23,45,0,89,13.2,Enterprise,Card,1
CUST_02504,42,574.97,23306.13,36,2,71,24.5,Basic,Card,1
CUST_02505,44,2025.25,87737.58,49,1,21,65.7,Free,UPI,0
CUST_02506,14,4080.47,48368.17,27,2,51,52.2,Free,UPI,0
CUST_02507,14,848.67,10287.89,9,2,4,11.7,Pro,Net Banking,0
CUST_02508,2,1770.41,3497.05,39,2,1,56.7,Free,Invoice,1
CUST_02509,55,3133.84,171798.48,1,3,4,10.1,Free,UPI,0
CUST_02510,37,1653.86,54504.44,7,3,31,53.6,Pro,UPI,0
CUST_02511,5,4702.9,18974.03,26,3,18,96.7,Basic,UPI,0
CUST_02512,38,1089.76,40855.07,7,2,3,34.2,Pro,UPI,0
CUST_02513,45,4088.27,148112.03,7,4,86,73.7,Basic,UPI,0
CUST_02514,41,2785.77,98916.33,8,3,45,75.8,Basic,UPI,0
CUST_02515,54,3876.49,171219.33,16,6,82,43.5,Free,UPI,1
CUST_02516,47,1898.22,80504.26,3,3,25,61.4,Basic,Card,0
CUST_02517,14,2815.2,31826.41,45,1,49,49.8,Free,UPI,0
CUST_02518,56,4355.76,206134.52,10,2,25,31.9,Basic,Card,0
CUST_02519,39,2600.95,90458.39,7,7,70,76.7,Basic,Card,0
CUST_02520,25,2118.74,43160.53,21,2,31,71.8,Free,Card,0
CUST_02521,20,2912.7,52200.52,37,1,43,90.6,Basic,UPI,0
CUST_02522,2,3728.13,6360.36,31,5,25,63.7,Pro,Card,1
CUST_02523,39,2496.04,83073.02,23,3,60,41.9,Enterprise,Card,0
CUST_02524,6,4724.95,27992.69,27,5,87,72.8,Basic,Card,1
CUST_02525,17,1827.26,29138.91,22,2,50,63.8,Free,Card,0
CUST_02526,59,2639.59,153539.32,39,0,58,63.6,Pro,Invoice,0
CUST_02527,25,3906.17,89367.11,27,0,86,85.7,Pro,Net Banking,0
CUST_02528,57,3601.04,201448.53,49,1,37,91.5,Enterprise,Net Banking,0
CUST_02529,28,4386.38,118825.27,4,2,25,22.1,Basic,UPI,0
CUST_02530,2,4985.64,9966.98,24,3,44,34.8,Basic,Invoice,1
CUST_02531,35,2420.86,76309.68,23,2,30,66.8,Enterprise,Net Banking,0
CUST_02532,37,1000.18,34757.59,48,2,69,57.9,Basic,Card,0
CUST_02533,5,636.87,2649.81,19,3,44,67.0,Free,UPI,1
CUST_02534,1,3770.95,3725.32,42,1,30,46.1,Basic,UPI,0
CUST_02535,40,4433.06,155999.29,3,7,60,44.2,Free,UPI,1
CUST_02536,12,1493.21,17619.76,27,2,47,16.2,Pro,Net Banking,1
CUST_02537,56,1213.02,55711.56,3,6,44,64.2,Basic,UPI,1
CUST_02538,36,779.92,25355.07,28,1,59,21.7,Free,Net Banking,1
CUST_02539,45,4202.16,151330.72,17,0,60,68.7,Pro,Card,0
CUST_02540,23,1901.22,38620.78,31,1,51,96.9,Basic,Invoice,0
CUST_02541,47,2307.64,88571.67,10,6,51,29.4,Free,Card,1
CUST_02542,31,2762.38,76200.01,49,2,75,18.5,Free,Invoice,1
CUST_02543,11,4277.54,42872.71,22,2,80,7.3,Pro,UPI,1
CUST_02544,10,3428.75,33274.45,30,1,61,41.0,Basic,UPI,0
CUST_02545,3,3267.79,8421.94,49,1,25,25.4,Pro,Card,1
CUST_02546,54,1290.52,63650.42,21,1,66,51.7,Free,UPI,0
CUST_02547,14,2809.35,31987.48,36,1,78,54.8,Free,Net Banking,0
CUST_02548,16,3719.21,58477.94,23,2,48,38.2,Pro,Card,0
CUST_02549,10,4879.67,43445.95,38,2,87,76.2,Basic,Card,0
CUST_02550,29,1406.33,34687.16,12,2,43,91.0,Basic,Card,0
CUST_02551,10,542.95,4846.62,25,0,35,25.1,Enterprise,UPI,1
CUST_02552,12,838.86,9022.45,20,1,52,84.4,Free,Card,0
CUST_02553,30,2191.34,62365.05,49,4,43,17.5,Pro,UPI,1
CUST_02554,41,4192.45,171016.35,49,5,21,26.7,Pro,Invoice,1
CUST_02555,1,532.14,445.52,42,2,1,58.3,Free,Net Banking,1
CUST_02556,5,2555.29,10360.41,7,4,6,34.1,Basic,Net Banking,0
CUST_02557,20,1981.54,36901.88,29,0,15,9.0,Enterprise,UPI,0
CUST_02558,8,736.17,5753.41,48,3,87,33.0,Basic,Card,0
CUST_02559,43,2526.06,99171.49,29,6,43,91.0,Basic,Card,0
CUST_02560,12,1646.37,16120.74,13,0,64,21.6,Basic,Card,1
CUST_02561,1,2083.48,1842.54,3,6,72,77.6,Pro,Card,1
CUST_02562,57,3675.27,195024.36,2,2,70,73.6,Enterprise,UPI,0
CUST_02563,54,2846.98,133076.14,16,3,68,15.1,Pro,Net Banking,1
CUST_02564,20,1060.91,20560.04,30,3,60,36.3,Pro,Net Banking,0
CUST_02565,28,4826.37,114183.63,38,0,29,23.0,Free,Invoice,1
CUST_02566,57,3361.6,167257.21,6,1,41,7.2,Pro,Card,1
CUST_02567,43,3946.41,166859.42,45,1,73,21.4,Free,UPI,1
CUST_02568,37,856.46,28986.26,7,1,24,24.1,Pro,Net Banking,0
CUST_02569,47,711.76,26803.89,5,2,81,20.8,Free,UPI,1
CUST_02570,37,587.52,18451.51,7,6,70,13.7,Basic,Card,1
CUST_02571,12,1349.57,15395.84,34,2,56,55.0,Pro,Net Banking,0
CUST_02572,37,2364.84,70910.1,32,3,31,35.7,Pro,UPI,0
CUST_02573,49,4711.22,230529.18,49,2,49,91.3,Pro,Invoice,0
CUST_02574,49,2556.77,122723.63,13,7,74,22.8,Free,Card,1
CUST_02575,56,1806.15,85443.29,30,3,9,62.3,Free,Net Banking,0
CUST_02576,44,3028.71,130478.17,25,1,21,90.6,Enterprise,Card,0
CUST_02577,56,1003.71,52829.38,21,2,40,9.5,Free,Card,1
CUST_02578,28,3242.78,80362.46,21,2,46,54.0,Pro,UPI,0
CUST_02579,47,3057.94,120615.87,28,2,13,47.8,Enterprise,UPI,0
CUST_02580,15,4063.97,51208.6,48,1,2,93.2,Pro,UPI,0
CUST_02581,6,4940.09,27234.17,20,1,87,68.1,Basic,Net Banking,0
CUST_02582,44,1628.93,63302.4,34,1,77,38.2,Basic,Net Banking,0
CUST_02583,59,2793.45,151470.44,5,1,52,72.6,Basic,Card,0
CUST_02584,20,4589.89,79501.59,18,2,15,60.4,Basic,UPI,0
CUST_02585,50,4033.35,170613.71,39,2,60,38.0,Free,UPI,0
CUST_02586,14,2693.33,36474.03,43,2,27,79.6,Pro,Card,0
CUST_02587,2,4754.17,9356.29,11,0,34,68.5,Free,Net Banking,1
CUST_02588,9,757.57,6416.21,17,2,1,5.5,Basic,Card,0
CUST_02589,37,4689.49,144416.4,48,5,60,87.2,Basic,Invoice,0
CUST_02590,20,727.28,11905.02,45,2,55,42.7,Basic,Card,0
CUST_02591,26,2962.87,69933.32,22,2,54,66.3,Free,UPI,0
CUST_02592,29,4506.98,118948.41,37,2,17,42.7,Pro,Net Banking,0
CUST_02593,1,1682.24,1560.86,20,2,70,88.7,Basic,Card,0
CUST_02594,55,2625.12,141672.29,48,2,48,66.8,Pro,UPI,0
CUST_02595,35,1959.48,63737.1,48,4,41,60.0,Free,Card,0
CUST_02596,6,4784.65,28226.45,48,4,6,98.1,Free,UPI,0
CUST_02597,37,4206.41,128173.36,46,3,3,31.7,Free,UPI,0
CUST_02598,53,3690.51,184222.97,6,2,42,11.2,Free,Card,1
CUST_02599,59,3144.32,182822.74,34,1,79,54.0,Free,UPI,0
CUST_02600,5,4192.66,18711.03,14,1,58,45.3,Pro,UPI,1
CUST_02601,33,2265.2,74266.02,48,2,48,48.2,Free,UPI,0
CUST_02602,49,2513.98,112160.29,23,3,59,63.9,Free,Invoice,0
CUST_02603,51,3785.01,190833.91,20,2,5,63.4,Free,UPI,0
CUST_02604,14,2109.9,28052.92,13,2,19,42.3,Pro,UPI,0
CUST_02605,12,787.55,8425.7,47,2,30,87.0,Basic,UPI,0
CUST_02606,42,834.51,28279.91,44,4,82,66.9,Basic,UPI,0
CUST_02607,20,1019.13,18985.95,41,4,21,89.5,Pro,Card,0
CUST_02608,53,4413.57,199031.5,32,4,84,91.7,Basic,Net Banking,0
CUST_02609,50,2625.02,112578.06,26,4,81,20.9,Free,Card,1
CUST_02610,24,3707.97,71545.14,14,1,31,69.7,Pro,Card,0
CUST_02611,59,2268.09,121978.56,36,1,46,35.2,Basic,UPI,0
CUST_02612,43,1664.2,61388.9,8,0,33,84.5,Basic,Card,0
CUST_02613,34,2062.36,69873.25,40,1,26,74.6,Pro,Card,0
CUST_02614,25,4073.82,96733.01,22,2,43,23.9,Free,Card,1
CUST_02615,50,3313.47,144384.03,22,4,29,94.2,Free,Invoice,0
CUST_02616,29,4719.38,117549.38,16,2,32,69.9,Enterprise,Card,0
CUST_02617,57,3558.67,191280.99,27,2,26,95.1,Basic,Card,0
CUST_02618,39,3065.82,101732.56,10,4,55,24.2,Basic,Net Banking,1
CUST_02619,31,3245.88,89513.7,25,1,22,87.6,Pro,Invoice,0
CUST_02620,56,4740.67,220897.76,31,1,42,68.5,Free,UPI,0
CUST_02621,47,4046.9,161829.94,21,3,82,57.5,Free,Invoice,0
CUST_02622,43,608.19,21436.33,27,1,53,82.9,Free,Net Banking,0
CUST_02623,50,2903.63,128547.99,17,2,67,65.1,Pro,UPI,0
CUST_02624,23,3597.52,81531.32,33,1,52,68.6,Basic,Card,0
CUST_02625,44,3869.14,139627.86,31,0,82,29.1,Pro,UPI,1
CUST_02626,38,1459.14,49207.62,42,4,39,82.6,Free,UPI,0
CUST_02627,20,4402.3,75690.02,26,1,59,66.8,Basic,Card,0
CUST_02628,23,4801.29,96360.13,21,2,85,85.2,Basic,Invoice,0
CUST_02629,45,1565.22,67215.83,36,0,8,38.4,Free,UPI,0
CUST_02630,52,4471.77,206257.93,1,1,9,36.5,Pro,Net Banking,0
CUST_02631,16,936.4,13934.81,4,1,9,7.3,Basic,Net Banking,0
CUST_02632,50,750.68,37325.29,4,0,29,78.0,Basic,Card,0
CUST_02633,42,1081.51,41939.09,26,0,9,36.4,Free,Invoice,0
CUST_02634,55,759.83,36252.46,4,4,57,36.1,Pro,Net Banking,0
CUST_02635,8,4302.56,30273.88,49,1,35,70.4,Free,UPI,0
CUST_02636,50,765.73,35957.98,9,0,81,29.0,Pro,Net Banking,1
CUST_02637,21,1722.49,33960.96,30,0,43,91.4,Pro,Card,0
CUST_02638,1,966.9,844.7,45,4,56,56.1,Free,UPI,1
CUST_02639,55,1829.4,95072.35,4,4,42,97.1,Free,Card,0
CUST_02640,8,907.52,6607.58,5,2,82,12.3,Pro,Net Banking,1
CUST_02641,29,3506.01,101276.14,45,2,22,37.0,Free,Net Banking,0
CUST_02642,32,1099.97,34552.02,23,1,3,41.2,Pro,Card,0
CUST_02643,38,4333.31,158864.71,16,1,11,74.4,Basic,Card,0
CUST_02644,5,4177.36,16852.87,22,1,48,25.2,Basic,Card,1
CUST_02645,47,561.48,23119.55,37,5,23,40.7,Free,UPI,0
CUST_02646,22,4530.77,91170.33,8,0,12,91.5,Free,Card,0
CUST_02647,47,630.25,26787.64,48,5,67,15.9,Free,Invoice,1
CUST_02648,34,1578.41,51128.25,33,1,71,75.8,Free,Invoice,0
CUST_02649,1,645.75,634.01,38,1,89,71.7,Free,UPI,1
CUST_02650,55,2011.3,105912.19,43,0,33,17.4,Basic,Card,1
CUST_02651,55,2812.4,130557.83,16,1,8,70.4,Basic,Net Banking,0
CUST_02652,26,4084.9,95281.04,5,2,9,59.1,Free,Net Banking,0
CUST_02653,43,2020.92,76360.58,16,2,64,32.3,Free,Card,0
CUST_02654,10,3674.71,35028.81,7,0,71,34.6,Basic,UPI,0
CUST_02655,30,1343.77,39467.52,1,3,73,84.1,Pro,Invoice,0
CUST_02656,50,3877.69,166229.89,9,3,53,26.9,Basic,UPI,1
CUST_02657,18,1561.98,25241.71,18,3,42,53.7,Enterprise,Invoice,0
CUST_02658,17,1145.95,18436.64,45,1,58,69.7,Free,Invoice,0
CUST_02659,26,1334.34,28100.87,47,1,88,17.3,Free,Card,1
CUST_02660,8,1319.28,10476.29,3,2,58,93.6,Free,Invoice,0
CUST_02661,47,2807.88,126690.59,24,0,66,29.8,Free,Card,1
CUST_02662,40,4301.59,156328.95,28,2,60,35.3,Enterprise,Card,0
CUST_02663,49,858.22,40191.11,10,2,37,68.3,Basic,Card,0
CUST_02664,12,3681.3,42729.8,9,1,7,12.4,Basic,UPI,0
CUST_02665,27,3444.56,83588.14,13,0,64,64.6,Free,Card,0
CUST_02666,8,4426.34,31445.23,48,3,4,92.0,Pro,Card,0
CUST_02667,25,1598.66,38669.22,35,2,89,28.7,Pro,Card,1
CUST_02668,46,2525.49,112912.09,23,1,42,39.4,Basic,UPI,0
CUST_02669,4,4666.22,15393.4,47,1,59,27.1,Pro,Net Banking,1
CUST_02670,33,3469.97,112398.43,17,1,25,82.8,Enterprise,UPI,0
CUST_02671,1,2249.46,1924.1,46,0,10,20.9,Free,Net Banking,1
CUST_02672,19,1091.36,19355.53,7,3,33,37.9,Free,Card,0
CUST_02673,31,1681.18,49086.63,16,3,1,62.1,Free,Card,0
CUST_02674,16,3115.47,42666.72,40,2,20,43.4,Basic,Card,0
CUST_02675,14,3731.76,44974.03,36,2,25,11.2,Free,Card,0
CUST_02676,53,1059.9,52875.01,20,1,75,95.0,Pro,UPI,0
CUST_02677,48,3198.19,128185.79,24,6,72,37.1,Basic,UPI,1
CUST_02678,5,2976.58,14461.46,47,1,86,47.3,Pro,Card,1
CUST_02679,41,2812.8,97400.91,5,3,4,20.9,Basic,Card,0
CUST_02680,26,3605.55,81579.52,45,1,8,87.2,Pro,Card,0
CUST_02681,28,4268.52,101988.97,6,2,49,32.7,Basic,Net Banking,0
CUST_02682,2,1953.45,3317.19,28,1,9,6.9,Enterprise,Card,1
CUST_02683,50,4500.55,224076.36,5,0,57,35.1,Pro,UPI,0
CUST_02684,6,1222.85,6241.41,49,2,9,98.5,Basic,Card,0
CUST_02685,9,1278.61,10537.02,39,1,77,19.0,Basic,Invoice,1
CUST_02686,33,1700.47,53257.9,38,2,35,8.0,Enterprise,UPI,1
CUST_02687,41,1037.89,34400.02,2,1,73,59.9,Basic,Card,0
CUST_02688,25,1536.44,37501.21,43,3,55,40.3,Pro,Net Banking,0
CUST_02689,48,978.85,39024.53,39,1,61,80.5,Basic,UPI,0
CUST_02690,13,4197.89,50076.51,21,2,36,74.5,Pro,Net Banking,0
CUST_02691,9,1125.36,9401.29,40,3,40,22.6,Enterprise,UPI,1
CUST_02692,53,3862.84,189562.68,37,6,47,58.6,Basic,UPI,0
CUST_02693,13,715.61,8806.98,18,4,21,8.1,Basic,Net Banking,0
CUST_02694,31,4768.34,145785.67,48,2,86,46.8,Basic,UPI,0
CUST_02695,41,3700.22,149490.67,46,2,79,72.8,Free,Net Banking,0
CUST_02696,11,530.58,5343.88,12,0,60,44.4,Pro,Card,0
CUST_02697,4,3937.35,13764.72,17,2,74,16.2,Free,Net Banking,1
CUST_02698,34,2813.37,82674.34,37,4,47,10.8,Basic,UPI,1
CUST_02699,38,4007.14,148820.46,46,1,63,86.1,Basic,UPI,0
CUST_02700,46,2851.24,127304.4,38,2,83,89.7,Free,Card,0
CUST_02701,4,3384.61,11631.75,15,1,36,37.6,Pro,Card,0
CUST_02702,38,4038.49,127446.1,7,3,40,20.6,Free,UPI,1
CUST_02703,19,2322.99,42911.06,14,4,4,98.0,Pro,UPI,0
CUST_02704,6,512.19,2832.42,1,1,76,56.9,Free,Card,0
CUST_02705,34,4324.76,126842.38,38,1,51,50.3,Free,Card,0
CUST_02706,18,2214.01,36748.88,3,2,16,75.5,Basic,UPI,0
CUST_02707,13,2732.19,28885.02,37,3,89,21.0,Free,Card,1
CUST_02708,41,534.95,18380.41,44,1,61,60.1,Basic,Invoice,0
CUST_02709,23,2714.41,56760.01,31,3,51,89.6,Free,Card,0
CUST_02710,19,4939.19,85195.3,43,5,19,7.2,Basic,Card,1
CUST_02711,45,1752.2,66969.11,13,4,15,68.9,Basic,Card,0
CUST_02712,11,2279.38,24983.36,48,1,6,57.4,Basic,Card,0
CUST_02713,1,3592.35,3170.2,18,2,65,95.3,Pro,Net Banking,1
CUST_02714,24,4166.57,94168.58,17,1,11,29.6,Pro,Card,0
CUST_02715,54,2378.26,109379.35,17,2,42,86.6,Basic,Card,0
CUST_02716,7,1893.51,11728.91,11,1,39,34.4,Free,Invoice,0
CUST_02717,25,4720.22,114022.17,20,1,0,45.8,Basic,Card,0
CUST_02718,21,3547.15,72234.55,10,5,57,25.3,Pro,Card,1
CUST_02719,15,1035.6,12847.42,29,1,2,87.0,Basic,Card,0
CUST_02720,1,810.18,705.61,48,3,7,23.6,Free,UPI,1
CUST_02721,12,2675.97,26994.01,34,3,89,86.6,Basic,Net Banking,0
CUST_02722,58,1490.41,84546.66,17,4,74,48.3,Enterprise,Invoice,0
CUST_02723,7,1642.93,10934.37,42,7,60,84.3,Basic,Net Banking,0
CUST_02724,15,4449.61,60914.86,13,2,84,30.1,Basic,Net Banking,0
CUST_02725,21,903.05,17636.89,44,4,4,17.6,Free,Invoice,1
CUST_02726,19,3719.14,69450.43,47,2,25,57.7,Basic,Net Banking,0
CUST_02727,29,1720.14,42932.97,39,2,84,53.4,Free,Card,0
CUST_02728,25,3921.48,78697.73,27,2,72,38.9,Free,UPI,0
CUST_02729,33,3750.85,99674.88,26,1,16,68.0,Pro,UPI,0
CUST_02730,49,533.26,21147.78,28,1,65,14.0,Free,Card,1
CUST_02731,32,2791.11,73747.48,13,6,50,64.1,Enterprise,Card,1
CUST_02732,49,1126.94,50480.79,12,2,46,25.1,Basic,Net Banking,1
CUST_02733,35,4398.02,153348.43,44,1,39,17.3,Basic,Card,1
CUST_02734,44,4422.14,172000.34,28,1,26,91.4,Basic,UPI,0
CUST_02735,38,2382.56,85329.87,2,6,39,48.7,Basic,Card,0
CUST_02736,26,2499.78,62292.82,37,4,0,77.5,Enterprise,UPI,0
CUST_02737,11,1864.77,19697.7,34,2,45,13.5,Free,Card,1
CUST_02738,35,3724.73,115850.55,23,1,10,10.5,Pro,UPI,0
CUST_02739,8,2113.98,15389.59,45,2,38,52.0,Basic,Net Banking,0
CUST_02740,46,1705.07,67903.62,29,0,17,35.0,Pro,Net Banking,0
CUST_02741,14,2445.04,32093.62,35,0,46,5.5,Free,UPI,1
CUST_02742,10,911.69,7991.63,11,5,73,22.4,Pro,UPI,1
CUST_02743,2,3859.71,6655.78,48,0,20,25.8,Free,Net Banking,1
CUST_02744,46,556.68,23698.53,33,0,27,32.4,Enterprise,Card,0
CUST_02745,9,3400.18,26569.89,11,4,0,88.4,Pro,Card,0
CUST_02746,3,1322.89,3498.78,9,1,13,45.0,Basic,Card,0
CUST_02747,21,1545.82,30585.08,14,2,19,69.5,Enterprise,Card,0
CUST_02748,26,3360.34,84806.04,9,3,72,6.7,Free,Invoice,1
CUST_02749,8,4968.25,35253.13,39,3,44,82.3,Enterprise,UPI,0
CUST_02750,48,3999.73,173640.76,48,2,60,27.8,Pro,UPI,1
CUST_02751,2,1516.28,2878.74,3,5,26,34.4,Free,UPI,1
CUST_02752,6,1292.11,6550.92,29,3,55,9.3,Basic,Net Banking,1
CUST_02753,28,4398.05,108737.53,19,0,51,43.9,Pro,Card,0
CUST_02754,53,2498.83,127443.94,36,5,67,86.0,Basic,UPI,1
CUST_02755,29,1116.74,31702.02,32,2,36,41.0,Basic,Card,0
CUST_02756,26,4379.95,105791.14,7,3,81,91.3,Free,Net Banking,0
CUST_02757,25,4172.42,91655.45,28,1,30,87.4,Free,Net Banking,0
CUST_02758,12,4927.58,54470.53,44,2,48,10.9,Enterprise,Invoice,1
CUST_02759,5,4593.85,19196.97,18,0,52,34.0,Free,UPI,1
CUST_02760,34,4333.06,118722.43,5,2,38,91.5,Enterprise,Card,0
CUST_02761,48,736.58,28812.29,23,1,9,7.8,Free,Net Banking,0
CUST_02762,37,969.87,29484.51,22,2,8,77.8,Basic,Net Banking,0
CUST_02763,15,3060.42,38796.88,26,3,12,91.1,Free,Card,0
CUST_02764,44,2891.66,113535.79,42,2,17,78.2,Enterprise,Card,0
CUST_02765,36,2560.83,78035.2,12,2,11,75.7,Free,Card,0
CUST_02766,15,2285.55,31437.96,40,1,71,85.1,Basic,UPI,0
CUST_02767,43,2440.45,104903.67,19,2,86,68.3,Pro,Net Banking,0
CUST_02768,48,3061.84,132218.02,47,2,4,45.2,Pro,Card,0
CUST_02769,23,509.34,11145.14,1,4,6,11.0,Pro,Net Banking,0
CUST_02770,6,1673.19,8618.4,3,1,14,79.9,Enterprise,Card,0
CUST_02771,46,2832.26,129316.73,27,3,66,91.0,Enterprise,Card,0
CUST_02772,50,3749.97,159340.18,18,1,17,53.6,Pro,Card,0
CUST_02773,44,1283.71,51926.52,30,2,37,55.6,Basic,UPI,0
CUST_02774,59,2960.97,174114.81,2,2,25,43.3,Basic,Invoice,0
CUST_02775,43,3715.07,153621.53,5,0,37,86.4,Free,UPI,0
CUST_02776,45,2500.82,112357.59,29,1,58,6.4,Pro,UPI,1
CUST_02777,21,621.87,11439.24,33,3,51,64.3,Free,Card,0
CUST_02778,23,2521.71,47299.98,42,3,32,91.2,Pro,Card,0
CUST_02779,43,1834.0,66930.03,20,2,20,14.8,Basic,Card,0
